document_id,text,cluster,cluster_label,cluster_rq
doc_0046,"We have recently been temporarily using facilities and lands (construction of five well pads, two camps and access roads) in Nebbi District, West Nile region, Uganda, from September, 2012 to January, 2013, to support our drilling operations.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0046,These facilities and lands will be restored and given back to the land owners...,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0046,"in addition to applicable local laws, Total operations are in line with our Societal and Business and Human rights standards mentioned in our Human Rights Guide and our Societal Directive",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0047,[In] the case of Ikot Ada Udo the court ruled that the Shell Petroleum Development Company of Nigeria Ltd (SPDC) could have prevented the sabotage by plugging the well at an earlier stage.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0047,"In 2010, SPDC took the necessary measures to contain the well.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0047,"For Ikot Ada Udo the proceedings will continue between SPDC and Mr. Akpan to establish damages, if any.",29,Legal proceedings and pending determinations,"[2, 3, 4, 5, 6]"
doc_0047,"The court clarified this in a press statement on its website on 30 January: “The amount of these damages shall be determined in separate proceedings (the so called damages assessment procedure), since the parties in these proceedings have only litigated about the liability up till present, and they have not litigated yet about the amount of the damages.”",29,Legal proceedings and pending determinations,"[2, 3, 4, 5, 6]"
doc_0047,"However, Friends of the Earth has publicly announced that it will appeal the decision of the court in the Ikot Ada Udo case.",29,Legal proceedings and pending determinations,"[2, 3, 4, 5, 6]"
doc_0047,"This means that, even if SPDC were to settle damages with Mr. Akpan right away, litigation would still not end.",29,Legal proceedings and pending determinations,"[2, 3, 4, 5, 6]"
doc_0048,"The best thing Shell companies there can do is to operate safely, manage those issues under our direct control to the best of our ability and continue to support domestic economic growth and jobs through its business activity and revenue payments to government.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0048,"Shell companies in Nigeria are committed to managing operations to a high standard, improving their performance where they can, including on environmental issues like oil spills and gas flaring.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0048,"In the Niger Delta, where most of the oil is produced, levels of poverty, unemployment, criminality and violence are high.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0050,Shell is responding with unequalled levels of transparency...,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0050,"SPDC (Shell Petroleum Development Company, the operator) is working with global experts on technical improvements and...on improving the ecological outcomes from remediation.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0050,[T]he Trans Niger Pipeline (TNP) had previously been targeted by crude thieves...,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0050,"To ensure that the line continued to meet operating standards, SPDC deployed a team to remove and repair crude oil theft connections...",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0050,"[On] June 19th, two unauthorised boats were reportedly present...at the time of the initial explosion and fire...",0,Denial and Counter Evidence,"[1, 2, 3, 4, 5]"
doc_0050,That deliberate damage was the cause of the spill was agreed...,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0050,SPDC has invited the National Coalition on Gas Flaring and Oil Spill in the Niger Delta (NACGOND) to join the investigating team...,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0050,SPDC will continue to run our operations as safely as is possible and in accordance with both industry regulations and Nigerian laws.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0051,the land acquisition and compensation work shall at all times be in accordance with the laws and regulations of Myanmar;,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0051,"land acquisition along the pipeline shall not take villagers' arable land, or take as little arable land as possible;",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0051,"in case of temples, Buddhist Pagodas, schools, cemeteries, natural protected areas and heritage, the pipeline shall resolutely avoid them by diverting;",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0051,"acquisition of villagers' land is based on the voluntary principle - in case certain villagers do not agree with the land acquisition, the pipeline shall bypass their land by changing its route;",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0051,"the principle of 'compensate villagers first, and then use the land' is followed;",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0051,the compensation payments are made directly to the villagers.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0051,"All the land compensation payments are received by the land owners personally, while the signing of the land compensation agreement is also open to the public.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0051,"Land compensation work is always carried out in an open, transparent, and legitimate manner.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0051,"to ensure safe and reliable operation of the oil & gas pipeline, the company has used SCADA monitoring and data acquisition systems for 24-hour monitoring of the pipeline's operation status.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0051,"EIA (including SIA - Social Impact Assessment) of the Myanmar-China Oil & Gas Pipeline Project was carried out by the Thailand-based company IEM through an international tender, in accordance with the World Bank's Guidelines and Equator Principles' norms and standards.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0051,"We understand the concerns of the Northern Shan Farmers' Committee about pipeline safety, land compensation and impact of the pipeline on the environment; we feel also perturbed by the misunderstandings caused by local people's lack of knowledge of the pipeline.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0051,"We welcome media from all walks of life in Myanmar to report on the Myanmar-China pipeline project, so public opinion can supervise each aspect of the project.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0052,"PepsiCo has a global Supplier Code of Conduct that helps ensure that our business operations meet our global expectations in the areas of labor practices, associate health and safety, environmental management and business integrity...",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0052,Therefore we remain committed to working with our partners and external organizations like Oxfam...,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0052,"If questions arise about the practices of suppliers, we take them seriously and engage to address the matter.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0052,We reached out to the suppliers that Oxfam questioned in their most recent report.,4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0052,The suppliers have assured us they are in compliance with applicable laws...,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0052,"As we have shared with Oxfam, we are evaluating a wide range of policies and programs to ensure a comprehensive responsible sourcing guideline that addresses land rights in the agricultural supply chain.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0053,"The safety and security of our workers is a top priority for Nestlé, and the attempt of the ECCHR to put our company in disrepute by trying to discredit both the Colombian and the Swiss justice system is surprising and disappointing...",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0053,Nestlé condemns all forms of violence.,8,Denial and liability limits,"[4, 5, 6]"
doc_0053,"We have never used violence, nor have we associated with criminals.",8,Denial and liability limits,"[4, 5, 6]"
doc_0053,"We have no responsibility whatsoever, directly or indirectly, neither by action nor omission for the murder of Luciano Romero....",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0053,"In all cases, neither Nestlé nor any of its executives were charged, indicted or convicted of any action or omission that could make any of them responsible for the murder...",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0054,Total E&P Myanmar is aware of the issues related to the road and the related dust management.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0054,"Measures have already been taken to control the dust such as tarring the road in most populated areas, watering the road and controlling the speed of its vehicles.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0054,We are currently working with local authorities and the local communities in order to address these concerns.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0054,"Further discussions will take place between us, the other oil and companies and community representatives in the coming weeks.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
